81	e0	e306	C
81	e399	e355	NC
81	e400	e87	NC
81	e400	e199	NC
81	e400	e297	NC
81	e400	e299	NC
81	e400	e325	NC
81	e401	e153	NC
81	e401	e179	NC
81	e401	e260	NC
81	e401	e402	NC
81	e402	e39	NC
81	e402	e120	NC
81	e402	e190	NC
81	e402	e350	NC
82	e2	e8	C
82	e2	e11	C
82	e2	e13	C
82	e2	e43	C
82	e2	e46	C
82	e2	e232	C
82	e2	e298	C
82	e2	e303	C
82	e3	e363	C
82	e8	e11	C
82	e8	e13	C
82	e8	e43	C
82	e8	e46	C
82	e8	e107	C
82	e8	e232	C
82	e8	e298	C
82	e8	e303	C
82	e9	e117	C
82	e11	e13	C
82	e11	e43	C
82	e11	e46	C
82	e11	e107	C
82	e11	e232	C
82	e11	e298	C
82	e11	e303	C
82	e12	e27	C
82	e13	e43	C
82	e13	e46	C
82	e13	e107	C
82	e13	e232	C
82	e13	e298	C
82	e13	e303	C
82	e17	e76	C
82	e17	e276	C
82	e21	e307	C
82	e22	e82	C
82	e22	e219	C
82	e22	e228	C
82	e22	e280	C
82	e22	e295	C
82	e22	e300	C
82	e23	e220	C
82	e23	e229	C
82	e23	e296	C
82	e23	e301	C
82	e24	e42	C
82	e33	e59	C
82	e33	e90	C
82	e33	e92	C
82	e33	e96	C
82	e33	e119	C
82	e33	e122	C
82	e33	e128	C
82	e33	e130	C
82	e33	e132	C
82	e33	e134	C
82	e33	e137	C
82	e33	e143	C
82	e33	e150	C
82	e34	e87	C
82	e34	e238	C
82	e34	e239	C
82	e34	e325	C
82	e34	e326	C
82	e35	e118	C
82	e35	e161	C
82	e35	e193	C
82	e35	e235	C
82	e35	e294	C
82	e35	e317	C
82	e35	e322	C
82	e35	e360	C
82	e36	e70	C
82	e36	e159	C
82	e36	e162	C
82	e36	e166	C
82	e36	e187	C
82	e36	e304	C
82	e37	e260	C
82	e37	e347	C
82	e38	e314	C
82	e39	e184	C
82	e39	e195	C
82	e40	e362	C
82	e41	e203	C
82	e43	e46	C
82	e43	e107	C
82	e43	e232	C
82	e43	e298	C
82	e43	e303	C
82	e45	e50	C
82	e45	e115	C
82	e45	e244	C
82	e45	e331	C
82	e46	e107	C
82	e46	e232	C
82	e46	e298	C
82	e46	e303	C
82	e47	e234	C
82	e47	e293	C
82	e47	e316	C
82	e47	e321	C
82	e49	e62	C
82	e49	e64	C
82	e50	e95	C
82	e50	e115	C
82	e50	e199	C
82	e50	e244	C
82	e50	e311	C
82	e50	e312	C
82	e50	e331	C
82	e51	e53	C
82	e57	e245	C
82	e57	e256	C
82	e57	e332	C
82	e57	e343	C
82	e58	e109	C
82	e58	e138	C
82	e58	e153	C
82	e58	e163	C
82	e58	e165	C
82	e59	e90	C
82	e59	e92	C
82	e59	e96	C
82	e59	e119	C
82	e59	e122	C
82	e59	e128	C
82	e59	e130	C
82	e59	e132	C
82	e59	e134	C
82	e59	e137	C
82	e59	e143	C
82	e59	e150	C
82	e61	e103	C
82	e61	e135	C
82	e62	e64	C
82	e63	e81	C
82	e66	e305	C
82	e69	e116	C
82	e69	e279	C
82	e70	e159	C
82	e70	e162	C
82	e70	e166	C
82	e70	e187	C
82	e70	e304	C
82	e75	e215	C
82	e76	e276	C
82	e79	e80	C
82	e82	e219	C
82	e82	e228	C
82	e82	e280	C
82	e82	e295	C
82	e82	e300	C
82	e84	e103	C
82	e84	e135	C
82	e85	e305	C
82	e86	e98	C
82	e86	e139	C
82	e87	e238	C
82	e87	e239	C
82	e87	e325	C
82	e87	e326	C
82	e88	e120	C
82	e89	e103	C
82	e89	e135	C
82	e90	e92	C
82	e90	e96	C
82	e90	e119	C
82	e90	e122	C
82	e90	e128	C
82	e90	e130	C
82	e90	e132	C
82	e90	e134	C
82	e90	e137	C
82	e90	e143	C
82	e90	e150	C
82	e92	e96	C
82	e92	e119	C
82	e92	e122	C
82	e92	e128	C
82	e92	e130	C
82	e92	e132	C
82	e92	e134	C
82	e92	e137	C
82	e92	e143	C
82	e92	e150	C
82	e93	e231	C
82	e93	e299	C
82	e95	e115	C
82	e95	e244	C
82	e95	e331	C
82	e96	e119	C
82	e96	e122	C
82	e96	e128	C
82	e96	e130	C
82	e96	e132	C
82	e96	e134	C
82	e96	e137	C
82	e96	e143	C
82	e96	e150	C
82	e97	e103	C
82	e97	e135	C
82	e98	e139	C
82	e101	e104	C
82	e101	e105	C
82	e103	e112	C
82	e103	e135	C
82	e104	e105	C
82	e106	e116	C
82	e106	e279	C
82	e107	e232	C
82	e107	e298	C
82	e107	e303	C
82	e108	e361	C
82	e109	e153	C
82	e109	e165	C
82	e112	e135	C
82	e114	e197	C
82	e114	e272	C
82	e115	e199	C
82	e115	e244	C
82	e115	e311	C
82	e115	e312	C
82	e115	e331	C
82	e116	e279	C
82	e118	e161	C
82	e118	e193	C
82	e118	e235	C
82	e118	e294	C
82	e118	e317	C
82	e118	e322	C
82	e118	e360	C
82	e119	e122	C
82	e119	e128	C
82	e119	e130	C
82	e119	e132	C
82	e119	e134	C
82	e119	e137	C
82	e119	e143	C
82	e119	e150	C
82	e122	e128	C
82	e122	e130	C
82	e122	e132	C
82	e122	e134	C
82	e122	e137	C
82	e122	e143	C
82	e122	e150	C
82	e124	e169	C
82	e125	e154	C
82	e127	e146	C
82	e128	e130	C
82	e128	e132	C
82	e128	e134	C
82	e128	e137	C
82	e128	e143	C
82	e128	e150	C
82	e130	e132	C
82	e130	e134	C
82	e130	e137	C
82	e130	e143	C
82	e130	e150	C
82	e132	e134	C
82	e132	e137	C
82	e132	e143	C
82	e132	e150	C
82	e133	e147	C
82	e134	e137	C
82	e134	e143	C
82	e134	e150	C
82	e136	e144	C
82	e137	e143	C
82	e137	e150	C
82	e138	e153	C
82	e138	e165	C
82	e143	e150	C
82	e153	e163	C
82	e153	e165	C
82	e158	e223	C
82	e159	e162	C
82	e159	e166	C
82	e159	e187	C
82	e159	e304	C
82	e160	e182	C
82	e161	e193	C
82	e161	e235	C
82	e161	e294	C
82	e161	e317	C
82	e161	e322	C
82	e161	e360	C
82	e162	e166	C
82	e162	e187	C
82	e162	e304	C
82	e163	e165	C
82	e166	e187	C
82	e166	e304	C
82	e172	e175	C
82	e172	e177	C
82	e175	e177	C
82	e184	e195	C
82	e185	e305	C
82	e187	e304	C
82	e188	e200	C
82	e188	e201	C
82	e188	e207	C
82	e188	e208	C
82	e193	e235	C
82	e193	e294	C
82	e193	e317	C
82	e193	e322	C
82	e193	e360	C
82	e196	e204	C
82	e197	e272	C
82	e199	e244	C
82	e199	e331	C
82	e200	e201	C
82	e200	e207	C
82	e200	e208	C
82	e201	e207	C
82	e201	e208	C
82	e207	e208	C
82	e217	e310	C
82	e219	e228	C
82	e219	e280	C
82	e219	e295	C
82	e219	e300	C
82	e220	e229	C
82	e220	e296	C
82	e220	e301	C
82	e221	e287	C
82	e228	e280	C
82	e228	e295	C
82	e228	e300	C
82	e229	e296	C
82	e229	e301	C
82	e230	e297	C
82	e230	e302	C
82	e231	e299	C
82	e232	e298	C
82	e232	e303	C
82	e233	e315	C
82	e234	e293	C
82	e234	e316	C
82	e234	e321	C
82	e235	e294	C
82	e235	e317	C
82	e235	e322	C
82	e235	e360	C
82	e236	e237	C
82	e236	e323	C
82	e236	e324	C
82	e237	e323	C
82	e237	e324	C
82	e238	e239	C
82	e238	e325	C
82	e238	e326	C
82	e239	e325	C
82	e239	e326	C
82	e240	e241	C
82	e240	e327	C
82	e240	e328	C
82	e241	e327	C
82	e241	e328	C
82	e242	e243	C
82	e242	e329	C
82	e242	e330	C
82	e243	e329	C
82	e243	e330	C
82	e244	e311	C
82	e244	e312	C
82	e244	e331	C
82	e245	e256	C
82	e245	e332	C
82	e245	e343	C
82	e246	e257	C
82	e246	e333	C
82	e246	e344	C
82	e247	e248	C
82	e247	e290	C
82	e247	e334	C
82	e247	e335	C
82	e248	e290	C
82	e248	e334	C
82	e248	e335	C
82	e249	e250	C
82	e249	e336	C
82	e249	e337	C
82	e250	e336	C
82	e250	e337	C
82	e251	e252	C
82	e251	e318	C
82	e251	e338	C
82	e251	e339	C
82	e252	e318	C
82	e252	e338	C
82	e252	e339	C
82	e253	e340	C
82	e254	e341	C
82	e255	e271	C
82	e255	e342	C
82	e255	e358	C
82	e256	e332	C
82	e256	e343	C
82	e257	e333	C
82	e257	e344	C
82	e258	e345	C
82	e259	e346	C
82	e260	e347	C
82	e261	e348	C
82	e262	e349	C
82	e263	e350	C
82	e264	e351	C
82	e265	e352	C
82	e266	e353	C
82	e267	e354	C
82	e268	e355	C
82	e269	e356	C
82	e270	e357	C
82	e271	e342	C
82	e271	e358	C
82	e273	e274	C
82	e280	e295	C
82	e280	e300	C
82	e290	e334	C
82	e290	e335	C
82	e291	e319	C
82	e292	e320	C
82	e293	e316	C
82	e293	e321	C
82	e294	e317	C
82	e294	e322	C
82	e294	e360	C
82	e295	e300	C
82	e296	e301	C
82	e297	e302	C
82	e298	e303	C
82	e311	e331	C
82	e312	e331	C
82	e316	e321	C
82	e317	e322	C
82	e317	e360	C
82	e318	e338	C
82	e318	e339	C
82	e322	e360	C
82	e323	e324	C
82	e325	e326	C
82	e327	e328	C
82	e329	e330	C
82	e332	e343	C
82	e333	e344	C
82	e334	e335	C
82	e336	e337	C
82	e338	e339	C
82	e342	e358	C
82	e2	e107	C
82	e45	e95	C
82	e45	e199	C
82	e45	e311	C
82	e45	e312	C
82	e61	e112	C
82	e84	e112	C
82	e89	e112	C
82	e95	e199	C
82	e95	e311	C
82	e95	e312	C
82	e97	e112	C
82	e109	e163	C
82	e138	e163	C
82	e199	e311	C
82	e199	e312	C
82	e0	e124	NC
82	e1	e98	NC
82	e2	e78	NC
82	e2	e81	NC
82	e3	e272	NC
82	e4	e78	NC
82	e5	e326	NC
82	e7	e253	NC
82	e9	e7	NC
82	e9	e189	NC
82	e10	e13	NC
82	e13	e63	NC
82	e13	e316	NC
82	e15	e82	NC
82	e15	e267	NC
82	e15	e296	NC
82	e16	e352	NC
82	e17	e78	NC
82	e17	e121	NC
82	e18	e195	NC
82	e18	e359	NC
82	e19	e192	NC
82	e21	e36	NC
82	e21	e162	NC
82	e22	e14	NC
82	e22	e315	NC
82	e23	e200	NC
82	e23	e363	NC
82	e24	e260	NC
82	e24	e280	NC
82	e25	e75	NC
82	e26	e133	NC
82	e26	e241	NC
82	e28	e83	NC
82	e28	e243	NC
82	e28	e291	NC
82	e29	e61	NC
82	e29	e334	NC
82	e30	e124	NC
82	e30	e128	NC
82	e31	e87	NC
82	e31	e336	NC
82	e32	e336	NC
82	e34	e64	NC
82	e37	e179	NC
82	e37	e362	NC
82	e38	e357	NC
82	e39	e342	NC
82	e40	e20	NC
82	e42	e26	NC
82	e42	e330	NC
82	e43	e357	NC
82	e44	e7	NC
82	e49	e87	NC
82	e49	e169	NC
82	e49	e232	NC
82	e49	e361	NC
82	e52	e223	NC
82	e52	e303	NC
82	e52	e347	NC
82	e53	e71	NC
82	e53	e72	NC
82	e54	e12	NC
82	e54	e40	NC
82	e54	e233	NC
82	e57	e75	NC
82	e58	e124	NC
82	e59	e71	NC
82	e59	e106	NC
82	e60	e38	NC
82	e63	e234	NC
82	e63	e354	NC
82	e64	e30	NC
82	e64	e33	NC
82	e64	e93	NC
82	e64	e279	NC
82	e66	e93	NC
82	e66	e261	NC
82	e69	e138	NC
82	e69	e146	NC
82	e69	e319	NC
82	e70	e319	NC
82	e71	e33	NC
82	e71	e69	NC
82	e71	e143	NC
82	e71	e150	NC
82	e71	e183	NC
82	e71	e210	NC
82	e71	e306	NC
82	e73	e305	NC
82	e74	e63	NC
82	e75	e174	NC
82	e78	e41	NC
82	e78	e223	NC
82	e79	e34	NC
82	e80	e52	NC
82	e80	e109	NC
82	e85	e112	NC
82	e85	e201	NC
82	e85	e240	NC
82	e85	e314	NC
82	e86	e162	NC
82	e88	e156	NC
82	e89	e10	NC
82	e91	e76	NC
82	e92	e51	NC
82	e92	e271	NC
82	e94	e89	NC
82	e95	e243	NC
82	e96	e182	NC
82	e96	e361	NC
82	e97	e99	NC
82	e97	e336	NC
82	e101	e334	NC
82	e102	e211	NC
82	e103	e346	NC
82	e104	e169	NC
82	e104	e236	NC
82	e104	e362	NC
82	e105	e218	NC
82	e109	e38	NC
82	e109	e341	NC
82	e111	e110	NC
82	e111	e272	NC
82	e112	e63	NC
82	e112	e124	NC
82	e112	e235	NC
82	e113	e105	NC
82	e116	e224	NC
82	e117	e25	NC
82	e118	e61	NC
82	e119	e121	NC
82	e120	e35	NC
82	e120	e125	NC
82	e121	e260	NC
82	e122	e230	NC
82	e123	e40	NC
82	e123	e212	NC
82	e125	e59	NC
82	e125	e356	NC
82	e126	e165	NC
82	e126	e329	NC
82	e126	e345	NC
82	e128	e22	NC
82	e128	e151	NC
82	e130	e1	NC
82	e130	e168	NC
82	e130	e305	NC
82	e132	e37	NC
82	e133	e108	NC
82	e133	e258	NC
82	e135	e16	NC
82	e135	e112	NC
82	e135	e314	NC
82	e135	e315	NC
82	e136	e72	NC
82	e136	e285	NC
82	e138	e202	NC
82	e139	e242	NC
82	e139	e276	NC
82	e140	e129	NC
82	e141	e23	NC
82	e141	e143	NC
82	e142	e298	NC
82	e143	e108	NC
82	e144	e54	NC
82	e145	e197	NC
82	e146	e50	NC
82	e146	e61	NC
82	e146	e97	NC
82	e147	e120	NC
82	e147	e268	NC
82	e147	e330	NC
82	e148	e235	NC
82	e150	e60	NC
82	e150	e277	NC
82	e151	e174	NC
82	e152	e194	NC
82	e154	e60	NC
82	e154	e274	NC
82	e154	e314	NC
82	e155	e90	NC
82	e156	e274	NC
82	e156	e290	NC
82	e157	e140	NC
82	e157	e250	NC
82	e158	e301	NC
82	e159	e100	NC
82	e160	e69	NC
82	e160	e74	NC
82	e160	e247	NC
82	e160	e301	NC
82	e161	e24	NC
82	e161	e155	NC
82	e161	e327	NC
82	e162	e124	NC
82	e163	e248	NC
82	e164	e40	NC
82	e164	e348	NC
82	e165	e50	NC
82	e165	e125	NC
82	e165	e196	NC
82	e165	e266	NC
82	e166	e305	NC
82	e167	e170	NC
82	e168	e1	NC
82	e168	e267	NC
82	e169	e41	NC
82	e169	e213	NC
82	e170	e57	NC
82	e170	e73	NC
82	e170	e116	NC
82	e170	e117	NC
82	e170	e336	NC
82	e171	e340	NC
82	e172	e70	NC
82	e172	e203	NC
82	e173	e60	NC
82	e173	e282	NC
82	e174	e32	NC
82	e175	e90	NC
82	e175	e226	NC
82	e175	e280	NC
82	e176	e137	NC
82	e180	e107	NC
82	e180	e206	NC
82	e180	e227	NC
82	e180	e233	NC
82	e180	e354	NC
82	e181	e91	NC
82	e181	e167	NC
82	e181	e308	NC
82	e182	e21	NC
82	e183	e70	NC
82	e183	e170	NC
82	e183	e193	NC
82	e183	e266	NC
82	e184	e232	NC
82	e186	e236	NC
82	e186	e358	NC
82	e187	e197	NC
82	e187	e310	NC
82	e188	e143	NC
82	e189	e148	NC
82	e190	e165	NC
82	e191	e127	NC
82	e191	e326	NC
82	e192	e42	NC
82	e192	e83	NC
82	e193	e120	NC
82	e193	e262	NC
82	e194	e89	NC
82	e195	e137	NC
82	e195	e297	NC
82	e196	e278	NC
82	e198	e45	NC
82	e198	e362	NC
82	e199	e176	NC
82	e199	e204	NC
82	e199	e276	NC
82	e200	e98	NC
82	e201	e21	NC
82	e201	e281	NC
82	e202	e338	NC
82	e203	e218	NC
82	e204	e241	NC
82	e205	e296	NC
82	e206	e104	NC
82	e207	e165	NC
82	e208	e113	NC
82	e208	e127	NC
82	e208	e138	NC
82	e208	e272	NC
82	e210	e356	NC
82	e212	e137	NC
82	e213	e277	NC
82	e214	e99	NC
82	e215	e23	NC
82	e216	e191	NC
82	e216	e214	NC
82	e217	e170	NC
82	e217	e346	NC
82	e218	e98	NC
82	e219	e113	NC
82	e220	e115	NC
82	e221	e193	NC
82	e222	e0	NC
82	e222	e350	NC
82	e224	e28	NC
82	e224	e137	NC
82	e227	e2	NC
82	e227	e213	NC
82	e228	e363	NC
82	e230	e94	NC
82	e230	e162	NC
82	e230	e210	NC
82	e231	e57	NC
82	e231	e276	NC
82	e232	e21	NC
82	e232	e39	NC
82	e232	e229	NC
82	e232	e330	NC
82	e233	e66	NC
82	e237	e28	NC
82	e237	e149	NC
82	e237	e157	NC
82	e237	e298	NC
82	e239	e226	NC
82	e242	e281	NC
82	e243	e42	NC
82	e243	e43	NC
82	e243	e131	NC
82	e243	e139	NC
82	e243	e268	NC
82	e244	e68	NC
82	e245	e246	NC
82	e246	e31	NC
82	e246	e266	NC
82	e250	e211	NC
82	e252	e10	NC
82	e252	e61	NC
82	e252	e123	NC
82	e252	e146	NC
82	e254	e24	NC
82	e254	e77	NC
82	e254	e251	NC
82	e255	e152	NC
82	e256	e105	NC
82	e257	e335	NC
82	e258	e138	NC
82	e258	e338	NC
82	e260	e283	NC
82	e260	e291	NC
82	e261	e13	NC
82	e262	e54	NC
82	e262	e268	NC
82	e262	e305	NC
82	e264	e43	NC
82	e264	e199	NC
82	e265	e65	NC
82	e265	e95	NC
82	e265	e200	NC
82	e265	e356	NC
82	e266	e222	NC
82	e266	e294	NC
82	e269	e134	NC
82	e269	e290	NC
82	e270	e330	NC
82	e273	e47	NC
82	e273	e159	NC
82	e274	e34	NC
82	e274	e166	NC
82	e274	e232	NC
82	e274	e242	NC
82	e276	e284	NC
82	e276	e347	NC
82	e276	e358	NC
82	e277	e18	NC
82	e277	e256	NC
82	e278	e58	NC
82	e278	e65	NC
82	e279	e7	NC
82	e279	e49	NC
82	e279	e261	NC
82	e281	e263	NC
82	e281	e333	NC
82	e282	e148	NC
82	e283	e196	NC
82	e283	e343	NC
82	e284	e29	NC
82	e284	e280	NC
82	e284	e314	NC
82	e285	e301	NC
82	e287	e24	NC
82	e287	e27	NC
82	e288	e270	NC
82	e289	e90	NC
82	e290	e7	NC
82	e292	e230	NC
82	e292	e349	NC
82	e293	e200	NC
82	e294	e68	NC
82	e295	e257	NC
82	e296	e47	NC
82	e296	e57	NC
82	e297	e125	NC
82	e297	e225	NC
82	e297	e278	NC
82	e297	e354	NC
82	e298	e81	NC
82	e298	e82	NC
82	e301	e104	NC
82	e303	e6	NC
82	e303	e317	NC
82	e303	e320	NC
82	e303	e337	NC
82	e304	e338	NC
82	e306	e94	NC
82	e306	e260	NC
82	e307	e37	NC
82	e308	e130	NC
82	e308	e242	NC
82	e309	e187	NC
82	e310	e238	NC
82	e310	e342	NC
82	e312	e236	NC
82	e313	e68	NC
82	e314	e75	NC
82	e314	e123	NC
82	e314	e262	NC
82	e317	e179	NC
82	e317	e312	NC
82	e318	e40	NC
82	e318	e103	NC
82	e318	e115	NC
82	e319	e335	NC
82	e320	e60	NC
82	e325	e235	NC
82	e326	e31	NC
82	e328	e160	NC
82	e328	e190	NC
82	e329	e44	NC
82	e329	e101	NC
82	e329	e113	NC
82	e330	e171	NC
82	e333	e27	NC
82	e333	e280	NC
82	e334	e39	NC
82	e334	e75	NC
82	e334	e166	NC
82	e335	e266	NC
82	e335	e320	NC
82	e335	e321	NC
82	e337	e349	NC
82	e338	e325	NC
82	e341	e72	NC
82	e342	e279	NC
82	e343	e1	NC
82	e344	e102	NC
82	e344	e104	NC
82	e344	e175	NC
82	e344	e337	NC
82	e345	e9	NC
82	e348	e236	NC
82	e348	e282	NC
82	e348	e309	NC
82	e348	e321	NC
82	e349	e277	NC
82	e350	e219	NC
82	e350	e296	NC
82	e351	e199	NC
82	e354	e263	NC
82	e355	e140	NC
82	e355	e232	NC
82	e355	e317	NC
82	e355	e362	NC
82	e356	e157	NC
82	e356	e363	NC
82	e357	e31	NC
82	e358	e58	NC
82	e359	e222	NC
82	e360	e20	NC
82	e360	e56	NC
82	e360	e303	NC
82	e361	e2	NC
82	e362	e70	NC
82	e363	e203	NC
82	e364	e191	NC
82	e364	e340	NC
83	e0	e90	C
83	e0	e95	C
83	e0	e138	C
83	e0	e170	C
83	e0	e200	C
83	e0	e202	C
83	e0	e211	C
83	e0	e258	C
83	e5	e13	C
83	e7	e31	C
83	e7	e80	C
83	e7	e86	C
83	e7	e139	C
83	e7	e140	C
83	e7	e143	C
83	e7	e146	C
83	e7	e153	C
83	e7	e159	C
83	e7	e197	C
83	e7	e217	C
83	e7	e241	C
83	e7	e315	C
83	e10	e18	C
83	e10	e21	C
83	e10	e73	C
83	e10	e125	C
83	e10	e301	C
83	e11	e19	C
83	e11	e261	C
83	e11	e275	C
83	e11	e306	C
83	e11	e310	C
83	e11	e317	C
83	e18	e21	C
83	e18	e73	C
83	e18	e125	C
83	e18	e301	C
83	e19	e261	C
83	e19	e275	C
83	e19	e306	C
83	e19	e310	C
83	e19	e317	C
83	e20	e40	C
83	e20	e42	C
83	e20	e44	C
83	e20	e54	C
83	e21	e73	C
83	e21	e125	C
83	e21	e301	C
83	e22	e58	C
83	e22	e171	C
83	e22	e244	C
83	e22	e247	C
83	e23	e246	C
83	e24	e246	C
83	e26	e38	C
83	e26	e61	C
83	e26	e70	C
83	e26	e77	C
83	e26	e154	C
83	e26	e184	C
83	e26	e205	C
83	e26	e206	C
83	e30	e76	C
83	e30	e142	C
83	e30	e196	C
83	e31	e80	C
83	e31	e86	C
83	e31	e139	C
83	e31	e140	C
83	e31	e143	C
83	e31	e146	C
83	e31	e153	C
83	e31	e159	C
83	e31	e197	C
83	e31	e217	C
83	e31	e241	C
83	e31	e315	C
83	e33	e34	C
83	e33	e110	C
83	e33	e120	C
83	e34	e110	C
83	e34	e120	C
83	e38	e61	C
83	e38	e70	C
83	e38	e77	C
83	e38	e154	C
83	e38	e184	C
83	e38	e205	C
83	e38	e206	C
83	e40	e42	C
83	e40	e44	C
83	e40	e54	C
83	e41	e43	C
83	e41	e45	C
83	e41	e47	C
83	e41	e81	C
83	e41	e87	C
83	e41	e112	C
83	e41	e122	C
83	e41	e141	C
83	e41	e144	C
83	e41	e187	C
83	e41	e198	C
83	e41	e207	C
83	e41	e213	C
83	e41	e219	C
83	e41	e237	C
83	e42	e44	C
83	e42	e54	C
83	e43	e45	C
83	e43	e47	C
83	e43	e81	C
83	e43	e87	C
83	e43	e112	C
83	e43	e122	C
83	e43	e141	C
83	e43	e144	C
83	e43	e187	C
83	e43	e198	C
83	e43	e207	C
83	e43	e213	C
83	e43	e219	C
83	e43	e237	C
83	e44	e54	C
83	e45	e47	C
83	e45	e81	C
83	e45	e87	C
83	e45	e112	C
83	e45	e122	C
83	e45	e141	C
83	e45	e144	C
83	e45	e187	C
83	e45	e198	C
83	e45	e207	C
83	e45	e213	C
83	e45	e219	C
83	e45	e237	C
83	e47	e81	C
83	e47	e87	C
83	e47	e112	C
83	e47	e122	C
83	e47	e141	C
83	e47	e144	C
83	e47	e187	C
83	e47	e198	C
83	e47	e207	C
83	e47	e213	C
83	e47	e219	C
83	e47	e237	C
83	e49	e189	C
83	e51	e132	C
83	e51	e191	C
83	e52	e192	C
83	e60	e176	C
83	e61	e70	C
83	e61	e77	C
83	e61	e154	C
83	e61	e184	C
83	e61	e205	C
83	e61	e206	C
83	e67	e82	C
83	e68	e119	C
83	e70	e77	C
83	e70	e154	C
83	e70	e184	C
83	e70	e205	C
83	e70	e206	C
83	e73	e125	C
83	e73	e301	C
83	e76	e142	C
83	e76	e196	C
83	e77	e154	C
83	e77	e184	C
83	e77	e205	C
83	e77	e206	C
83	e80	e86	C
83	e80	e139	C
83	e80	e140	C
83	e80	e143	C
83	e80	e146	C
83	e80	e153	C
83	e80	e159	C
83	e80	e197	C
83	e80	e217	C
83	e80	e241	C
83	e80	e315	C
83	e81	e87	C
83	e81	e112	C
83	e81	e122	C
83	e81	e141	C
83	e81	e144	C
83	e81	e187	C
83	e81	e198	C
83	e81	e207	C
83	e81	e213	C
83	e81	e219	C
83	e81	e237	C
83	e86	e139	C
83	e86	e140	C
83	e86	e143	C
83	e86	e146	C
83	e86	e153	C
83	e86	e159	C
83	e86	e197	C
83	e86	e217	C
83	e86	e241	C
83	e86	e315	C
83	e87	e112	C
83	e87	e122	C
83	e87	e141	C
83	e87	e144	C
83	e87	e187	C
83	e87	e198	C
83	e87	e207	C
83	e87	e213	C
83	e87	e219	C
83	e87	e237	C
83	e89	e201	C
83	e90	e138	C
83	e94	e201	C
83	e95	e138	C
83	e96	e128	C
83	e96	e236	C
83	e96	e307	C
83	e96	e311	C
83	e96	e314	C
83	e101	e106	C
83	e102	e107	C
83	e103	e108	C
83	e104	e109	C
83	e104	e115	C
83	e109	e115	C
83	e110	e120	C
83	e111	e121	C
83	e112	e122	C
83	e112	e141	C
83	e112	e144	C
83	e112	e187	C
83	e112	e198	C
83	e112	e207	C
83	e112	e213	C
83	e112	e219	C
83	e112	e237	C
83	e118	e265	C
83	e122	e141	C
83	e122	e144	C
83	e122	e187	C
83	e122	e198	C
83	e122	e207	C
83	e122	e213	C
83	e122	e219	C
83	e122	e237	C
83	e125	e301	C
83	e128	e236	C
83	e128	e307	C
83	e128	e311	C
83	e128	e314	C
83	e130	e189	C
83	e132	e191	C
83	e133	e192	C
83	e135	e157	C
83	e135	e216	C
83	e136	e145	C
83	e136	e303	C
83	e137	e158	C
83	e138	e170	C
83	e138	e200	C
83	e138	e202	C
83	e138	e211	C
83	e138	e258	C
83	e139	e140	C
83	e139	e143	C
83	e139	e146	C
83	e139	e153	C
83	e139	e159	C
83	e139	e197	C
83	e139	e217	C
83	e139	e241	C
83	e139	e315	C
83	e140	e143	C
83	e140	e146	C
83	e140	e153	C
83	e140	e159	C
83	e140	e197	C
83	e140	e217	C
83	e140	e241	C
83	e140	e315	C
83	e141	e144	C
83	e141	e187	C
83	e141	e198	C
83	e141	e207	C
83	e141	e213	C
83	e141	e219	C
83	e141	e237	C
83	e142	e196	C
83	e143	e146	C
83	e143	e153	C
83	e143	e159	C
83	e143	e197	C
83	e143	e217	C
83	e143	e241	C
83	e143	e315	C
83	e144	e187	C
83	e144	e198	C
83	e144	e207	C
83	e144	e213	C
83	e144	e219	C
83	e144	e237	C
83	e145	e303	C
83	e146	e153	C
83	e146	e159	C
83	e146	e197	C
83	e146	e217	C
83	e146	e241	C
83	e146	e315	C
83	e147	e160	C
83	e148	e222	C
83	e152	e177	C
83	e152	e215	C
83	e153	e159	C
83	e153	e197	C
83	e153	e217	C
83	e153	e241	C
83	e153	e315	C
83	e154	e184	C
83	e154	e205	C
83	e154	e206	C
83	e156	e167	C
83	e157	e216	C
83	e159	e197	C
83	e159	e217	C
83	e159	e241	C
83	e159	e315	C
83	e167	e299	C
83	e168	e240	C
83	e169	e173	C
83	e169	e186	C
83	e169	e308	C
83	e173	e186	C
83	e173	e308	C
83	e180	e192	C
83	e184	e205	C
83	e184	e206	C
83	e186	e308	C
83	e187	e198	C
83	e187	e207	C
83	e187	e213	C
83	e187	e219	C
83	e187	e237	C
83	e188	e265	C
83	e192	e318	C
83	e197	e217	C
83	e197	e241	C
83	e197	e315	C
83	e198	e207	C
83	e198	e213	C
83	e198	e219	C
83	e198	e237	C
83	e199	e245	C
83	e205	e206	C
83	e207	e213	C
83	e207	e219	C
83	e207	e237	C
83	e213	e219	C
83	e213	e237	C
83	e217	e241	C
83	e217	e315	C
83	e219	e237	C
83	e236	e307	C
83	e236	e311	C
83	e236	e314	C
83	e241	e315	C
83	e249	e255	C
83	e260	e266	C
83	e261	e275	C
83	e261	e306	C
83	e261	e310	C
83	e261	e317	C
83	e265	e302	C
83	e265	e323	C
83	e269	e282	C
83	e269	e284	C
83	e269	e285	C
83	e269	e291	C
83	e269	e295	C
83	e271	e274	C
83	e271	e288	C
83	e272	e289	C
83	e272	e304	C
83	e272	e305	C
83	e274	e288	C
83	e275	e306	C
83	e275	e310	C
83	e275	e317	C
83	e282	e284	C
83	e282	e285	C
83	e282	e291	C
